22-07-2022_15-59,espritz,DP02907,46275_97,False,True,170
22-07-2022_15-59,espritz,DP02909,46275_98,False,True,90
22-07-2022_15-59,espritz,DP02911,46275_99,False,True,229
22-07-2022_15-59,espritz,DP02912,46275_100,False,True,281
22-07-2022_15-59,espritz,DP02914,46275_101,False,True,49
22-07-2022_15-59,espritz,DP02916,46275_102,False,True,183
22-07-2022_15-59,espritz,DP02932,46275_103,False,True,99
22-07-2022_15-59,espritz,DP02937,46275_104,False,True,64
22-07-2022_15-59,espritz,DP02938,46275_105,False,True,88
22-07-2022_15-59,espritz,DP02942,46275_106,False,True,83
22-07-2022_15-59,espritz,DP02947,46275_107,False,True,131
22-07-2022_15-59,espritz,DP02948,46275_108,False,True,40
22-07-2022_15-59,espritz,DP02952,46275_109,False,True,227
22-07-2022_15-59,espritz,DP02953,46275_110,False,True,414
22-07-2022_15-59,espritz,DP02955,46275_111,False,True,75
22-07-2022_15-59,espritz,DP02959,46275_112,False,True,549
22-07-2022_15-59,espritz,DP02963,46275_113,False,True,181
22-07-2022_15-59,espritz,DP02969,46275_114,False,True,71
22-07-2022_15-59,espritz,DP02971,46275_115,False,True,498
22-07-2022_15-59,espritz,DP02972,46275_116,False,True,98
22-07-2022_15-59,espritz,DP02973,46275_117,False,True,234
22-07-2022_15-59,espritz,DP02974,46275_118,False,True,167
22-07-2022_15-59,espritz,DP02977,46275_119,False,True,728
22-07-2022_15-59,espritz,DP02992,46275_120,False,True,199
22-07-2022_15-59,espritz,DP02994,46275_121,False,True,187
22-07-2022_15-59,espritz,DP02996,46275_122,False,True,224
22-07-2022_15-59,espritz,DP02997,46275_123,False,True,59
22-07-2022_15-59,espritz,DP02998,46275_124,False,True,198
22-07-2022_15-59,espritz,DP03000,46275_125,False,True,247
22-07-2022_15-59,espritz,DP03001,46275_126,False,True,241
22-07-2022_15-59,espritz,DP03008,46275_127,False,True,231
22-07-2022_15-59,espritz,DP03009,46275_128,False,True,152
22-07-2022_15-59,espritz,DP03013,46275_129,False,True,290
22-07-2022_15-59,espritz,DP03017,46275_130,False,True,613
22-07-2022_15-59,espritz,DP03031,46275_131,False,True,65
22-07-2022_15-59,espritz,DP03036,46275_132,False,True,132
22-07-2022_15-59,espritz,DP03037,46275_133,False,True,227
22-07-2022_15-59,espritz,DP03038,46275_134,False,True,308
22-07-2022_15-59,espritz,DP03041,46275_135,False,True,463
22-07-2022_15-59,espritz,DP03042,46275_136,False,True,176
22-07-2022_15-59,espritz,DP03044,46275_137,False,True,457
22-07-2022_15-59,espritz,DP03053,46275_138,False,True,127
22-07-2022_15-59,espritz,DP03054,46275_139,False,True,209
22-07-2022_15-59,espritz,DP03058,46275_140,False,True,239
22-07-2022_15-59,espritz,DP03063,46275_141,False,True,197
22-07-2022_15-59,espritz,DP03064,46275_142,False,True,140
22-07-2022_15-59,espritz,DP03066,46275_143,False,True,61
22-07-2022_15-59,espritz,DP03067,46275_144,False,True,41
22-07-2022_15-59,espritz,DP03068,46275_145,False,True,328
22-07-2022_15-59,espritz,DP03071,46275_146,False,True,192
22-07-2022_15-59,espritz,DP03073,46275_147,False,True,145
22-07-2022_15-59,espritz,DP03074,46275_148,False,True,140
22-07-2022_15-59,espritz,DP03075,46275_149,False,True,114
22-07-2022_15-59,espritz,DP03077,46275_150,False,True,106
22-07-2022_15-59,espritz,DP03083,46275_151,False,True,259
22-07-2022_15-59,espritz,DP03084,46275_152,False,True,137
22-07-2022_15-59,espritz,DP03086,46275_153,False,True,425
22-07-2022_15-59,espritz,DP03087,46275_154,False,True,610
22-07-2022_15-59,espritz,DP03088,46275_155,False,True,94
22-07-2022_15-59,espritz,DP03089,46275_156,False,True,76
22-07-2022_15-59,espritz,DP03096,46275_157,False,True,67
22-07-2022_15-59,espritz,DP03097,46275_158,False,True,101
22-07-2022_15-59,espritz,DP03101,46275_159,False,True,179
22-07-2022_15-59,espritz,DP03103,46275_160,False,True,224
22-07-2022_15-59,espritz,DP03105,46275_161,False,True,1305
22-07-2022_15-59,espritz,DP03113,46275_162,False,True,496
22-07-2022_15-59,espritz,DP03114,46275_163,False,True,423
22-07-2022_15-59,espritz,DP03115,46275_164,False,True,593
22-07-2022_15-59,espritz,DP03116,46275_165,False,True,591
22-07-2022_15-59,espritz,DP03117,46275_166,False,True,81
22-07-2022_15-59,espritz,DP03119,46275_167,False,True,481
22-07-2022_15-59,espritz,DP03120,46275_168,False,True,611
22-07-2022_15-59,espritz,DP03128,46275_169,False,True,424
22-07-2022_15-59,espritz,DP03132,46275_170,False,True,651
22-07-2022_15-59,espritz,DP03136,46275_171,False,True,268
22-07-2022_15-59,espritz,DP03137,46275_172,False,True,109
22-07-2022_15-59,espritz,DP03138,46275_173,False,True,82
22-07-2022_15-59,espritz,DP03141,46275_174,False,True,91
22-07-2022_15-59,espritz,DP03146,46275_175,False,True,122
22-07-2022_15-59,espritz,DP03147,46275_176,False,True,244
22-07-2022_15-59,espritz,DP03157,46275_177,False,True,133
22-07-2022_15-59,espritz,DP03158,46275_178,False,True,136
22-07-2022_15-59,espritz,DP03165,46275_179,False,True,79
22-07-2022_15-59,espritz,DP03183,46275_180,False,True,132
22-07-2022_15-59,espritz,DP03188,46275_181,False,True,67
22-07-2022_15-59,espritz,DP03194,46275_182,False,True,134
22-07-2022_15-59,espritz,DP03202,46275_183,False,True,1122
22-07-2022_15-59,espritz,DP03205,46275_184,False,True,277
22-07-2022_15-59,espritz,DP03208,46275_185,False,True,62
22-07-2022_15-59,espritz,DP03210,46275_186,False,True,67
22-07-2022_15-59,espritz,DP03220,46275_187,False,True,130
22-07-2022_15-59,espritz,DP03221,46275_188,False,True,298
22-07-2022_15-59,espritz,DP03222,46275_189,False,True,147
22-07-2022_15-59,espritz,DP03227,46275_190,False,True,597
22-07-2022_15-59,espritz,DP03243,46275_191,False,True,180
22-07-2022_15-59,espritz,DP03244,46275_192,False,True,363
22-07-2022_15-59,espritz,DP03245,46275_193,False,True,661
22-07-2022_15-59,espritz,DP03247,46275_194,False,True,112
22-07-2022_15-59,espritz,DP03248,46275_195,False,True,359
22-07-2022_15-59,espritz,DP03252,46275_196,False,True,85
22-07-2022_15-59,espritz,DP03258,46275_197,False,True,823
22-07-2022_15-59,espritz,DP03259,46275_198,False,True,143
22-07-2022_15-59,espritz,DP03265,46275_199,False,True,249
22-07-2022_15-59,espritz,DP03266,46275_200,False,True,481
22-07-2022_15-59,espritz,DP03272,46275_201,False,True,223
22-07-2022_15-59,espritz,DP03274,46275_202,False,True,197
22-07-2022_15-59,espritz,DP03277,46275_203,False,True,891
22-07-2022_15-59,espritz,DP03283,46275_204,False,True,214
22-07-2022_15-59,espritz,DP03305,46275_205,False,True,1341
22-07-2022_15-59,espritz,DP03307,46275_206,False,True,367
22-07-2022_15-59,espritz,DP03320,46275_207,False,True,193
22-07-2022_15-59,espritz,DP03321,46275_208,False,True,158
22-07-2022_15-59,espritz,DP03323,46275_209,False,True,143
22-07-2022_15-59,espritz,DP03334,46275_210,False,True,236
22-07-2022_15-59,espritz,DP03339,46275_211,False,True,107
22-07-2022_15-59,espritz,DP03342,46275_212,False,True,278
22-07-2022_15-59,espritz,DP03349,46275_213,False,True,223
22-07-2022_15-59,espritz,DP03367,46275_214,False,True,49
22-07-2022_15-59,espritz,DP03368,46275_215,False,True,138
22-07-2022_15-59,espritz,DP03369,46275_216,False,True,110
22-07-2022_15-59,espritz,DP03370,46275_217,False,True,418
22-07-2022_15-59,espritz,DP03371,46275_218,False,True,50
22-07-2022_15-59,espritz,DP03372,46275_219,False,True,50
22-07-2022_15-59,espritz,DP03375,46275_220,False,True,118
22-07-2022_15-59,espritz,DP03376,46275_221,False,True,69
22-07-2022_15-59,espritz,DP03377,46275_222,False,True,314
22-07-2022_15-59,espritz,DP03379,46275_223,False,True,764
22-07-2022_15-59,espritz,DP03381,46275_224,False,True,81
22-07-2022_15-59,espritz,DP03384,46275_225,False,True,567
22-07-2022_15-59,espritz,DP03392,46275_226,False,True,152
22-07-2022_15-59,espritz,DP03395,46275_227,False,True,788
22-07-2022_15-59,espritz,DP03400,46275_228,False,True,260
22-07-2022_15-59,espritz,DP03403,46275_229,False,True,66
22-07-2022_15-59,espritz,DP03404,46275_230,False,True,100
22-07-2022_15-59,espritz,DP03405,46275_231,False,True,47
22-07-2022_15-59,espritz,DP03407,46275_232,False,True,88
22-07-2022_15-59,espritz,DP03408,46275_233,False,True,100
22-07-2022_15-59,espritz,DP03412,46275_234,False,True,821
22-07-2022_15-59,espritz,DP03413,46275_235,False,True,197
22-07-2022_15-59,espritz,DP03415,46275_236,False,True,79
22-07-2022_15-59,espritz,DP03416,46275_237,False,True,385
22-07-2022_15-59,espritz,DP03420,46275_238,False,True,169
22-07-2022_15-59,espritz,DP03422,46275_239,False,True,67
22-07-2022_15-59,espritz,DP03423,46275_240,False,True,123
22-07-2022_15-59,espritz,DP03424,46275_241,False,True,121
22-07-2022_15-59,espritz,DP03425,46275_242,False,True,171
22-07-2022_15-59,espritz,DP03429,46275_243,False,True,61
22-07-2022_15-59,espritz,DP03431,46275_244,False,True,103
22-07-2022_15-59,espritz,DP03437,46275_245,False,True,318
22-07-2022_15-59,espritz,DP03438,46275_246,False,True,133
22-07-2022_15-59,espritz,DP03441,46275_247,False,True,483
22-07-2022_15-59,espritz,DP03443,46275_248,False,True,90
22-07-2022_15-59,espritz,DP03446,46275_249,False,True,700
22-07-2022_15-59,espritz,DP03449,46275_250,False,True,152
22-07-2022_15-59,espritz,DP03452,46275_251,False,True,292
22-07-2022_15-59,espritz,DP03461,46275_252,False,True,42
22-07-2022_15-59,espritz,DP03462,46275_253,False,True,91
22-07-2022_15-59,espritz,DP03463,46275_254,False,True,338
22-07-2022_15-59,espritz,DP03464,46275_255,False,True,233
22-07-2022_15-59,espritz,DP03468,46275_256,False,True,151
22-07-2022_15-59,espritz,DP03470,46275_257,False,True,162
22-07-2022_15-59,espritz,DP03474,46275_258,False,True,462
22-07-2022_15-59,espritz,DP03477,46275_259,False,True,205
22-07-2022_15-59,espritz,DP03478,46275_260,False,True,165
22-07-2022_15-59,espritz,DP03484,46275_261,False,True,133
22-07-2022_15-59,espritz,DP03488,46275_262,False,True,261
22-07-2022_15-59,espritz,DP03489,46275_263,False,True,58
22-07-2022_15-59,espritz,DP03491,46275_264,False,True,142
22-07-2022_15-59,espritz,DP03493,46275_265,False,True,245
22-07-2022_15-59,espritz,DP03494,46275_266,False,True,198
22-07-2022_15-59,espritz,DP03495,46275_267,False,True,118
22-07-2022_15-59,espritz,DP03507,46275_268,False,True,465
22-07-2022_15-59,espritz,DP03508,46275_269,False,True,717
22-07-2022_15-59,espritz,DP03510,46275_270,False,True,251
22-07-2022_15-59,espritz,DP03511,46275_271,False,True,716
22-07-2022_15-59,espritz,DP03512,46275_272,False,True,180
22-07-2022_15-59,espritz,DP03513,46275_273,False,True,76
22-07-2022_15-59,espritz,DP03514,46275_274,False,True,125
22-07-2022_15-59,espritz,DP03515,46275_275,False,True,60
22-07-2022_15-59,espritz,DP03518,46275_276,False,True,139
22-07-2022_15-59,espritz,DP03522,46275_277,False,True,272
22-07-2022_15-59,espritz,DP03524,46275_278,False,True,810
22-07-2022_15-59,espritz,DP03525,46275_279,False,True,600
22-07-2022_15-59,espritz,DP03536,46275_280,False,True,535
22-07-2022_15-59,espritz,DP03540,46275_281,False,True,971
22-07-2022_15-59,espritz,DP03549,46275_282,False,True,810
22-07-2022_15-59,espritz,DP03553,46275_283,False,True,241
22-07-2022_15-59,espritz,DP03555,46275_284,False,True,404
22-07-2022_15-59,espritz,DP03557,46275_285,False,True,713
22-07-2022_15-59,espritz,DP03561,46275_286,False,True,143
22-07-2022_15-59,espritz,DP03564,46275_287,False,True,362
22-07-2022_15-59,espritz,DP03570,46275_288,False,True,143
22-07-2022_15-59,espritz,DP03571,46275_289,False,True,184
22-07-2022_15-59,espritz,DP03574,46275_290,False,True,137
22-07-2022_15-59,espritz,DP03576,46275_291,False,True,198
22-07-2022_15-59,espritz,DP03577,46275_292,False,True,191
22-07-2022_15-59,espritz,DP03579,46275_293,False,True,219
22-07-2022_15-59,espritz,DP03580,46275_294,False,True,71
22-07-2022_15-59,espritz,DP03581,46275_295,False,True,452
22-07-2022_15-59,espritz,DP03582,46275_296,False,True,147
22-07-2022_15-59,espritz,DP03583,46275_297,False,True,61
22-07-2022_15-59,espritz,DP03584,46275_298,False,True,110
22-07-2022_15-59,espritz,DP03585,46275_299,False,True,84
22-07-2022_15-59,espritz,DP03586,46275_300,False,True,78
22-07-2022_15-59,espritz,DP03587,46275_301,False,True,140
22-07-2022_15-59,espritz,DP03588,46275_302,False,True,98
22-07-2022_15-59,espritz,DP03589,46275_303,False,True,200
22-07-2022_15-59,espritz,DP03590,46275_304,False,True,108
22-07-2022_15-59,espritz,DP03591,46275_305,False,True,92
22-07-2022_15-59,espritz,DP03594,46275_306,False,True,133
22-07-2022_15-59,espritz,DP03595,46275_307,False,True,309
22-07-2022_15-59,espritz,DP03596,46275_308,False,True,94
22-07-2022_15-59,espritz,DP03597,46275_309,False,True,133
22-07-2022_15-59,espritz,DP03598,46275_310,False,True,155
22-07-2022_15-59,espritz,DP03599,46275_311,False,True,362
22-07-2022_15-59,espritz,DP03600,46275_312,False,True,183
22-07-2022_15-59,espritz,DP03601,46275_313,False,True,168
22-07-2022_15-59,espritz,DP03602,46275_314,False,True,371
22-07-2022_15-59,espritz,DP03603,46275_315,False,True,83
22-07-2022_15-59,espritz,DP03604,46275_316,False,True,184
22-07-2022_15-59,espritz,DP03605,46275_317,False,True,90
22-07-2022_15-59,espritz,DP03606,46275_318,False,True,158
22-07-2022_15-59,espritz,DP03607,46275_319,False,True,106
22-07-2022_15-59,espritz,DP03608,46275_320,False,True,58
22-07-2022_15-59,espritz,DP03609,46275_321,False,True,96
22-07-2022_15-59,espritz,DP03610,46275_322,False,True,225
22-07-2022_15-59,espritz,DP03611,46275_323,False,True,200
22-07-2022_15-59,espritz,DP03612,46275_324,False,True,141
22-07-2022_15-59,espritz,DP03613,46275_325,False,True,81
22-07-2022_15-59,espritz,DP03614,46275_326,False,True,70
22-07-2022_15-59,espritz,DP03615,46275_327,False,True,109
22-07-2022_15-59,espritz,DP03616,46275_328,False,True,60
22-07-2022_15-59,espritz,DP03617,46275_329,False,True,90
22-07-2022_15-59,espritz,DP03618,46275_330,False,True,272
22-07-2022_15-59,espritz,DP03619,46275_331,False,True,47
22-07-2022_15-59,espritz,DP03620,46275_332,False,True,186
22-07-2022_15-59,espritz,DP03621,46275_333,False,True,137
22-07-2022_15-59,espritz,DP03622,46275_334,False,True,72
22-07-2022_15-59,espritz,DP03623,46275_335,False,True,1037
22-07-2022_15-59,espritz,DP03624,46275_336,False,True,232
22-07-2022_15-59,espritz,DP03625,46275_337,False,True,393
22-07-2022_15-59,espritz,DP03626,46275_338,False,True,408
22-07-2022_15-59,espritz,DP03627,46275_339,False,True,344
22-07-2022_15-59,espritz,DP03628,46275_340,False,True,269
22-07-2022_15-59,espritz,DP03629,46275_341,False,True,173
22-07-2022_15-59,espritz,DP03630,46275_342,False,True,229
22-07-2022_15-59,espritz,DP03631,46275_343,False,True,93
22-07-2022_15-59,espritz,DP03632,46275_344,False,True,95
22-07-2022_15-59,espritz,DP03633,46275_345,False,True,115
22-07-2022_15-59,espritz,DP03634,46275_346,False,True,195
22-07-2022_15-59,espritz,DP03635,46275_347,False,True,50
22-07-2022_15-59,espritz,DP03636,46275_348,False,True,135
22-07-2022_15-59,espritz,DP03637,46275_349,False,True,218
22-07-2022_15-59,espritz,DP03638,46275_350,False,True,78
22-07-2022_15-59,espritz,DP03639,46275_351,False,True,142
22-07-2022_15-59,espritz,DP03640,46275_352,False,True,90
22-07-2022_15-59,espritz,DP03641,46275_353,False,True,228
22-07-2022_15-59,espritz,DP03642,46275_354,False,True,111
22-07-2022_15-59,espritz,DP03643,46275_355,False,True,231
22-07-2022_15-59,espritz,DP03644,46275_356,False,True,240
22-07-2022_15-59,espritz,DP03645,46275_357,False,True,279
22-07-2022_15-59,espritz,DP03646,46275_358,False,True,165
22-07-2022_15-59,espritz,DP03647,46275_359,False,True,60
22-07-2022_15-59,espritz,DP03648,46275_360,False,True,51
22-07-2022_15-59,espritz,DP03649,46275_361,False,True,210
22-07-2022_15-59,espritz,DP03651,46275_362,False,True,124
22-07-2022_15-59,espritz,DP03652,46275_363,False,True,78
22-07-2022_15-59,espritz,DP03653,46275_364,False,True,42
22-07-2022_15-59,espritz,DP03654,46275_365,False,True,150
22-07-2022_15-59,espritz,DP03655,46275_366,False,True,102
22-07-2022_15-59,espritz,DP03656,46275_367,False,True,58
22-07-2022_15-59,espritz,DP03657,46275_368,False,True,228
22-07-2022_15-59,espritz,DP03658,46275_369,False,True,121
22-07-2022_15-59,espritz,DP03661,46275_370,False,True,110
22-07-2022_15-59,espritz,DP03662,46275_371,False,True,197
22-07-2022_15-59,espritz,DP03663,46275_372,False,True,86
22-07-2022_15-59,espritz,DP03664,46275_373,False,True,235
22-07-2022_15-59,espritz,DP03665,46275_374,False,True,272
22-07-2022_15-59,espritz,DP03667,46275_375,False,True,233
22-07-2022_15-59,espritz,DP03668,46275_376,False,True,180
22-07-2022_15-59,espritz,DP03669,46275_377,False,True,329
22-07-2022_15-59,espritz,DP03673,46275_378,False,True,140
22-07-2022_15-59,espritz,DP03674,46275_379,False,True,64
22-07-2022_15-59,espritz,DP03675,46275_380,False,True,404
22-07-2022_15-59,espritz,DP03678,46275_381,False,True,115
22-07-2022_15-59,espritz,DP03679,46275_382,False,True,112
22-07-2022_15-59,espritz,DP03685,46275_383,False,True,69
22-07-2022_15-59,espritz,DP03689,46275_384,False,True,105
22-07-2022_15-59,espritz,DP03690,46275_385,False,True,113
22-07-2022_15-59,espritz,DP03691,46275_386,False,True,110
22-07-2022_15-59,espritz,DP03692,46275_387,False,True,119
22-07-2022_15-59,espritz,DP03693,46275_388,False,True,80
22-07-2022_15-59,espritz,DP03694,46275_389,False,True,447
22-07-2022_15-59,espritz,DP03696,46275_390,False,True,148
22-07-2022_15-59,espritz,DP03698,46275_391,False,True,77
22-07-2022_15-59,espritz,DP03699,46275_392,False,True,38
22-07-2022_15-59,espritz,DP03700,46275_393,False,True,59
22-07-2022_15-59,espritz,DP03701,46275_394,False,True,231
22-07-2022_15-59,espritz,DP03702,46275_395,False,True,401
22-07-2022_15-59,espritz,DP03703,46275_396,False,True,175
22-07-2022_15-59,espritz,DP03704,46275_397,False,True,51
22-07-2022_15-59,espritz,DP03705,46275_398,False,True,45
22-07-2022_15-59,espritz,DP03706,46275_399,False,True,186
22-07-2022_15-59,espritz,DP03707,46275_400,False,True,112
22-07-2022_15-59,espritz,DP03708,46275_401,False,True,152
22-07-2022_15-59,espritz,DP03709,46275_402,False,True,284
22-07-2022_15-59,espritz,DP03720,46275_403,False,True,189
22-07-2022_15-59,espritz,DP03722,46275_404,False,True,85
22-07-2022_15-59,espritz,DP03723,46275_405,False,True,58
22-07-2022_15-59,espritz,DP03724,46275_406,False,True,42
22-07-2022_15-59,espritz,DP03727,46275_407,False,True,36
22-07-2022_15-59,espritz,DP03730,46275_408,False,True,200
22-07-2022_15-59,espritz,DP03732,46275_409,False,True,220
22-07-2022_15-59,espritz,DP03733,46275_410,False,True,199
22-07-2022_15-59,espritz,DP03734,46275_411,False,True,208
22-07-2022_15-59,espritz,DP03735,46275_412,False,True,185
22-07-2022_15-59,espritz,DP03736,46275_413,False,True,186
22-07-2022_15-59,espritz,DP03737,46275_414,False,True,183
22-07-2022_15-59,espritz,DP03738,46275_415,False,True,75
22-07-2022_15-59,espritz,DP03739,46275_416,False,True,123
22-07-2022_15-59,espritz,DP03740,46275_417,False,True,167
22-07-2022_15-59,espritz,DP03741,46275_418,False,True,525
22-07-2022_15-59,espritz,DP03742,46275_419,False,True,367
22-07-2022_15-59,espritz,DP03743,46275_420,False,True,662
22-07-2022_15-59,espritz,DP03744,46275_421,False,True,236
22-07-2022_15-59,espritz,DP03746,46275_422,False,True,581
22-07-2022_15-59,DisEMBL,DP02342,46697_1,False,True,282
22-07-2022_15-59,DisEMBL,DP02348,46697_2,False,True,282
22-07-2022_15-59,DisEMBL,DP02354,46697_3,False,True,170
22-07-2022_15-59,DisEMBL,DP02361,46697_4,False,True,296
22-07-2022_15-59,DisEMBL,DP02362,46697_5,False,True,278
22-07-2022_15-59,DisEMBL,DP02364,46697_6,False,True,176
22-07-2022_15-59,DisEMBL,DP02366,46697_7,False,True,284
22-07-2022_15-59,DisEMBL,DP02376,46697_8,False,True,286
22-07-2022_15-59,DisEMBL,DP02377,46697_9,False,True,197
22-07-2022_15-59,DisEMBL,DP02393,46697_10,False,True,301
22-07-2022_15-59,DisEMBL,DP02401,46697_11,False,True,271
22-07-2022_15-59,DisEMBL,DP02405,46697_12,False,True,231
22-07-2022_15-59,DisEMBL,DP02411,46697_13,False,True,264
22-07-2022_15-59,DisEMBL,DP02418,46697_14,False,True,273
22-07-2022_15-59,DisEMBL,DP02421,46697_15,False,True,153
22-07-2022_15-59,DisEMBL,DP02445,46697_16,False,True,279
22-07-2022_15-59,DisEMBL,DP02448,46697_17,False,True,253
22-07-2022_15-59,DisEMBL,DP02449,46697_18,False,True,228
22-07-2022_15-59,DisEMBL,DP02450,46697_19,False,True,264
22-07-2022_15-59,DisEMBL,DP02457,46697_20,False,True,280
22-07-2022_15-59,DisEMBL,DP02465,46697_21,False,True,163
22-07-2022_15-59,DisEMBL,DP02468,46697_22,False,True,267
22-07-2022_15-59,DisEMBL,DP02470,46697_23,False,True,245
22-07-2022_15-59,DisEMBL,DP02472,46697_24,False,True,218
22-07-2022_15-59,DisEMBL,DP02532,46697_25,False,True,240
22-07-2022_15-59,DisEMBL,DP02535,46697_26,False,True,215
